Boylam;Enlem;PGA_2%;PGA_10%;PGA_50%;PGA_68%;SS_2%;SS_10%;SS_50%;SS_68%;S1_2%;S1_10%;S1_50%;S1_68%;PGV_2%;PGV_10%;PGV_50%;PGV_68%
29.25;39.95;0.578;0.31;0.122;0.087;1.439;0.748;0.286;0.205;0.364;0.2;0.084;0.061;34.727;18.78;7.806;5.703
29.25;40.05;0.643;0.33;0.125;0.09;1.597;0.797;0.292;0.209;0.409;0.214;0.087;0.062;39.877;20.428;7.999;5.805
29.25;40.15;0.651;0.332;0.129;0.093;1.609;0.8;0.301;0.216;0.422;0.218;0.089;0.064;40.833;20.635;8.2;5.941
29.25;40.25;0.696;0.364;0.142;0.101;1.708;0.867;0.325;0.23;0.437;0.23;0.093;0.066;42.245;21.904;8.704;6.222
29.25;40.35;0.741;0.405;0.154;0.107;1.829;0.962;0.355;0.245;0.474;0.255;0.101;0.069;45.339;24.632;9.482;6.563
29.25;40.45;0.897;0.469;0.167;0.113;2.195;1.119;0.392;0.263;0.581;0.3;0.109;0.073;56.408;29.588;10.473;7.004
29.25;40.55;0.771;0.454;0.188;0.125;1.947;1.12;0.439;0.293;0.546;0.306;0.118;0.077;50.334;29.093;11.553;7.605
29.25;40.65;1.009;0.589;0.247;0.15;2.55;1.437;0.578;0.343;0.694;0.382;0.146;0.084;75.782;43.215;15.021;8.562
29.25;40.75;1.024;0.602;0.261;0.154;2.591;1.466;0.606;0.356;0.715;0.392;0.151;0.085;83.206;48.324;15.778;8.748
29.25;40.85;0.792;0.472;0.203;0.134;2.004;1.162;0.466;0.31;0.58;0.321;0.122;0.078;52.725;30.286;12.126;7.873
29.25;40.95;0.647;0.37;0.156;0.106;1.597;0.892;0.364;0.244;0.449;0.251;0.103;0.067;41.028;23.037;9.695;6.468
29.25;41.05;0.537;0.302;0.122;0.081;1.309;0.724;0.289;0.189;0.362;0.209;0.086;0.058;32.356;18.704;7.959;5.403
29.25;41.15;0.47;0.257;0.102;0.066;1.143;0.612;0.233;0.152;0.315;0.183;0.077;0.052;27.936;16.062;6.843;4.596
29.25;41.25;0.429;0.227;0.086;0.056;1.04;0.541;0.201;0.127;0.29;0.166;0.07;0.046;25.354;14.529;6.035;4.098
29.25;41.35;0.434;0.214;0.076;0.05;1.059;0.505;0.172;0.112;0.287;0.158;0.063;0.042;25.582;13.741;5.53;3.787
29.25;41.45;0.567;0.22;0.067;0.044;1.365;0.515;0.152;0.1;0.337;0.158;0.059;0.04;32.589;14.057;5.071;3.431
29.25;41.55;0.631;0.211;0.059;0.04;1.517;0.489;0.132;0.088;0.38;0.154;0.055;0.037;38.38;13.713;4.589;3.135
29.25;41.65;0.416;0.163;0.052;0.036;0.997;0.378;0.114;0.078;0.274;0.133;0.051;0.034;25.653;11.4;4.172;2.894
29.25;41.75;0.269;0.123;0.045;0.032;0.64;0.285;0.101;0.07;0.214;0.116;0.046;0.032;18.071;9.528;3.843;2.711
29.25;41.85;0.21;0.102;0.04;0.029;0.494;0.233;0.088;0.063;0.188;0.106;0.043;0.03;15.221;8.43;3.514;2.486
29.25;41.95;0.182;0.09;0.036;0.027;0.425;0.203;0.079;0.057;0.171;0.097;0.04;0.028;13.688;7.71;3.223;2.29
29.25;42.05;0.168;0.081;0.033;0.024;0.388;0.182;0.072;0.053;0.16;0.09;0.037;0.026;12.664;7.133;2.991;2.131
29.35;35.35;0.905;0.498;0.204;0.149;2.067;1.104;0.425;0.309;0.601;0.305;0.111;0.079;22.549;12.552;5.489;4.12
29.35;35.45;0.829;0.471;0.203;0.15;1.902;1.053;0.426;0.313;0.546;0.289;0.111;0.08;22.657;12.711;5.641;4.252
29.35;35.55;0.755;0.437;0.195;0.148;1.73;0.976;0.418;0.31;0.495;0.269;0.109;0.079;23.177;12.965;5.785;4.377
29.35;35.65;0.71;0.418;0.191;0.147;1.638;0.933;0.415;0.311;0.468;0.257;0.107;0.079;24.602;13.685;6.041;4.582
29.35;35.75;0.719;0.423;0.195;0.149;1.669;0.949;0.424;0.319;0.469;0.258;0.108;0.08;27.701;15.263;6.527;4.933
29.35;35.85;0.816;0.466;0.207;0.154;1.922;1.064;0.446;0.332;0.528;0.283;0.113;0.083;36.595;19.042;7.308;5.35
29.35;35.95;0.988;0.542;0.215;0.157;2.362;1.232;0.466;0.339;0.624;0.319;0.118;0.085;52.721;25.262;7.988;5.622
29.35;36.05;0.863;0.497;0.21;0.154;2.094;1.151;0.456;0.332;0.544;0.297;0.117;0.084;44.105;23.686;8.28;5.757
29.35;36.15;0.787;0.459;0.201;0.149;1.893;1.069;0.437;0.32;0.503;0.28;0.113;0.083;40.665;22.37;8.27;5.791
29.35;36.25;0.748;0.426;0.184;0.139;1.781;0.979;0.408;0.302;0.478;0.262;0.108;0.08;39.259;20.926;7.975;5.706
29.35;36.35;0.685;0.385;0.168;0.127;1.62;0.877;0.374;0.285;0.441;0.241;0.103;0.077;35.264;18.818;7.648;5.583
29.35;36.45;0.715;0.383;0.161;0.121;1.695;0.872;0.355;0.269;0.457;0.24;0.099;0.075;39.115;19.425;7.519;5.515
29.35;36.55;0.695;0.371;0.156;0.117;1.66;0.851;0.344;0.259;0.436;0.232;0.096;0.073;36.962;19.08;7.495;5.502
29.35;36.65;0.693;0.373;0.155;0.116;1.676;0.864;0.345;0.258;0.436;0.231;0.095;0.072;37.725;19.717;7.622;5.557
29.35;36.75;0.782;0.407;0.159;0.117;1.877;0.94;0.355;0.262;0.495;0.248;0.096;0.071;45.27;22.112;7.872;5.662
29.35;36.85;0.793;0.416;0.161;0.118;1.908;0.964;0.36;0.265;0.497;0.25;0.096;0.071;45.972;22.974;8.031;5.744
29.35;36.95;0.809;0.432;0.168;0.122;1.943;1.006;0.379;0.277;0.493;0.249;0.096;0.071;46.147;23.383;8.355;5.955
29.35;37.05;0.846;0.452;0.173;0.125;2.051;1.062;0.396;0.286;0.52;0.257;0.097;0.071;49.379;24.735;8.635;6.122
29.35;37.15;0.841;0.452;0.174;0.126;2.044;1.064;0.398;0.288;0.513;0.256;0.096;0.071;48.83;24.875;8.716;6.183
29.35;37.25;0.797;0.432;0.17;0.123;1.935;1.018;0.39;0.284;0.483;0.244;0.094;0.069;45.681;23.648;8.582;6.137
29.35;37.35;0.799;0.423;0.163;0.119;1.931;0.991;0.373;0.273;0.489;0.239;0.09;0.067;47.042;23.153;8.291;6.007
29.35;37.45;0.73;0.39;0.155;0.114;1.761;0.91;0.354;0.26;0.434;0.218;0.087;0.065;41.452;20.866;7.975;5.868
29.35;37.55;0.646;0.351;0.149;0.111;1.575;0.835;0.341;0.255;0.386;0.203;0.085;0.064;35.64;18.774;7.807;5.819
29.35;37.65;0.677;0.371;0.156;0.116;1.672;0.889;0.362;0.27;0.404;0.211;0.087;0.065;38.083;20.077;8.189;6.082
29.35;37.75;0.801;0.434;0.172;0.125;1.991;1.05;0.404;0.293;0.488;0.242;0.093;0.069;47.402;24.293;8.997;6.528
29.35;37.85;0.803;0.434;0.171;0.124;2.006;1.056;0.403;0.292;0.491;0.244;0.093;0.068;47.761;24.55;9.034;6.535
29.35;37.95;0.711;0.384;0.156;0.114;1.763;0.926;0.365;0.268;0.431;0.216;0.087;0.064;42.087;21.305;8.34;6.152
29.35;38.05;0.628;0.333;0.137;0.103;1.553;0.806;0.32;0.236;0.374;0.192;0.08;0.06;36.178;18.33;7.582;5.68
29.35;38.15;0.534;0.291;0.122;0.092;1.31;0.699;0.291;0.216;0.313;0.17;0.076;0.057;29.491;15.873;6.957;5.367
29.35;38.25;0.498;0.272;0.115;0.086;1.207;0.648;0.27;0.205;0.283;0.159;0.072;0.055;26.547;14.714;6.568;5.123
29.35;38.35;0.474;0.258;0.11;0.082;1.147;0.615;0.256;0.194;0.265;0.152;0.069;0.054;24.852;13.921;6.32;4.926
29.35;38.45;0.461;0.251;0.107;0.08;1.118;0.598;0.249;0.188;0.257;0.148;0.068;0.053;24.127;13.568;6.21;4.837
29.35;38.55;0.46;0.251;0.108;0.081;1.117;0.599;0.25;0.189;0.258;0.149;0.068;0.053;24.321;13.704;6.254;4.87
29.35;38.65;0.471;0.261;0.112;0.084;1.151;0.625;0.263;0.199;0.272;0.155;0.07;0.054;25.634;14.465;6.509;5.07
29.35;38.75;0.514;0.291;0.124;0.092;1.265;0.696;0.293;0.216;0.308;0.17;0.075;0.056;29.322;16.219;7.123;5.415
29.35;38.85;0.659;0.365;0.148;0.107;1.643;0.879;0.342;0.246;0.408;0.21;0.082;0.06;39.602;20.947;8.103;5.904
29.35;38.95;0.949;0.5;0.175;0.121;2.353;1.197;0.409;0.285;0.607;0.285;0.092;0.065;59.192;29.648;9.384;6.526
29.35;39.05;0.891;0.477;0.174;0.121;2.249;1.159;0.41;0.287;0.569;0.274;0.093;0.066;55.532;28.338;9.434;6.597
29.35;39.15;0.799;0.422;0.161;0.115;2.012;1.026;0.38;0.271;0.487;0.238;0.089;0.065;47.653;24.142;8.807;6.36
29.35;39.25;0.72;0.378;0.149;0.108;1.799;0.914;0.346;0.249;0.426;0.212;0.084;0.063;41.803;21.071;8.186;6.044
29.35;39.35;0.636;0.333;0.133;0.098;1.591;0.81;0.312;0.227;0.382;0.195;0.081;0.06;36.971;18.801;7.692;5.73
29.35;39.45;0.62;0.322;0.123;0.088;1.548;0.781;0.29;0.209;0.381;0.195;0.08;0.059;37.189;18.86;7.462;5.516
29.35;39.55;0.632;0.319;0.116;0.083;1.567;0.765;0.272;0.196;0.39;0.196;0.079;0.058;38.71;19.071;7.254;5.386
29.35;39.65;0.553;0.289;0.114;0.082;1.354;0.689;0.265;0.192;0.341;0.181;0.078;0.058;32.837;16.941;7.161;5.394
29.35;39.75;0.536;0.282;0.113;0.083;1.305;0.669;0.262;0.192;0.335;0.18;0.079;0.058;31.961;16.633;7.2;5.432
29.35;39.85;0.524;0.282;0.114;0.083;1.29;0.673;0.266;0.195;0.335;0.184;0.08;0.059;31.598;16.973;7.413;5.508
29.35;39.95;0.582;0.308;0.119;0.086;1.451;0.742;0.279;0.202;0.365;0.199;0.083;0.061;34.93;18.711;7.7;5.637
29.35;40.05;0.687;0.343;0.123;0.088;1.699;0.821;0.288;0.207;0.433;0.219;0.086;0.062;42.602;21.172;7.939;5.749
29.35;40.15;0.64;0.329;0.127;0.092;1.59;0.793;0.297;0.213;0.409;0.216;0.088;0.063;39.568;20.52;8.123;5.882
29.35;40.25;0.636;0.342;0.138;0.099;1.573;0.82;0.317;0.226;0.408;0.221;0.092;0.065;38.787;20.818;8.547;6.136
29.35;40.35;0.727;0.396;0.151;0.106;1.79;0.939;0.348;0.241;0.469;0.252;0.1;0.069;44.748;24.213;9.346;6.485
29.35;40.45;0.857;0.452;0.165;0.112;2.104;1.084;0.386;0.26;0.56;0.293;0.108;0.073;53.871;28.719;10.398;6.943
29.35;40.55;0.798;0.455;0.185;0.123;1.995;1.117;0.432;0.29;0.574;0.311;0.117;0.077;53.141;29.541;11.449;7.544
29.35;40.65;1.072;0.625;0.232;0.147;2.711;1.538;0.55;0.335;0.745;0.409;0.139;0.083;68.708;39.961;14.35;8.395
29.35;40.75;1.065;0.62;0.249;0.151;2.695;1.528;0.583;0.347;0.741;0.407;0.147;0.084;82.452;46.619;15.153;8.564
29.35;40.85;0.794;0.469;0.198;0.131;1.999;1.152;0.457;0.304;0.587;0.321;0.12;0.077;53.293;30.266;11.87;7.717
29.35;40.95;0.627;0.359;0.151;0.102;1.548;0.866;0.349;0.232;0.44;0.246;0.1;0.065;39.86;22.507;9.349;6.218
29.35;41.05;0.526;0.294;0.117;0.078;1.28;0.702;0.278;0.179;0.355;0.205;0.084;0.056;31.664;18.229;7.755;5.266
29.35;41.15;0.466;0.253;0.099;0.064;1.132;0.602;0.227;0.148;0.311;0.18;0.076;0.051;27.537;15.805;6.684;4.493
29.35;41.25;0.428;0.225;0.084;0.055;1.035;0.535;0.196;0.125;0.287;0.164;0.069;0.046;25.11;14.344;5.954;4.043
29.35;41.35;0.432;0.212;0.075;0.049;1.05;0.5;0.169;0.11;0.284;0.156;0.063;0.042;25.293;13.566;5.477;3.747
29.35;41.45;0.545;0.213;0.066;0.043;1.308;0.498;0.15;0.098;0.326;0.155;0.058;0.039;31.322;13.683;5.005;3.385
29.35;41.55;0.587;0.197;0.058;0.039;1.395;0.458;0.129;0.086;0.354;0.149;0.055;0.037;35.455;13.102;4.527;3.093
29.35;41.65;0.379;0.152;0.05;0.035;0.905;0.352;0.112;0.077;0.259;0.13;0.05;0.034;23.695;10.988;4.124;2.861
29.35;41.75;0.252;0.117;0.044;0.031;0.6;0.27;0.098;0.069;0.208;0.114;0.046;0.031;17.351;9.256;3.789;2.67
29.35;41.85;0.203;0.099;0.039;0.028;0.474;0.225;0.086;0.061;0.184;0.104;0.042;0.029;14.895;8.261;3.445;2.436
29.35;41.95;0.178;0.087;0.036;0.026;0.414;0.197;0.078;0.056;0.169;0.096;0.04;0.027;13.472;7.601;3.176;2.252
29.35;42.05;0.164;0.079;0.032;0.023;0.378;0.177;0.07;0.051;0.159;0.09;0.037;0.025;12.521;7.062;2.963;2.104
29.45;35.25;0.842;0.463;0.189;0.14;1.91;1.022;0.402;0.292;0.559;0.284;0.105;0.075;23.338;12.589;5.282;3.929
29.45;35.35;0.898;0.497;0.204;0.149;2.052;1.103;0.425;0.309;0.593;0.303;0.111;0.079;23.599;13.014;5.537;4.126
29.45;35.45;0.814;0.464;0.202;0.15;1.865;1.038;0.425;0.312;0.533;0.285;0.11;0.079;23.239;12.979;5.675;4.257
29.45;35.55;0.742;0.432;0.194;0.147;1.702;0.964;0.417;0.31;0.484;0.264;0.108;0.079;23.529;13.142;5.811;4.386
29.45;35.65;0.709;0.417;0.191;0.147;1.635;0.931;0.415;0.311;0.46;0.253;0.106;0.079;24.815;13.801;6.061;4.591
29.45;35.75;0.708;0.418;0.193;0.148;1.645;0.936;0.42;0.316;0.459;0.253;0.107;0.079;27.203;15.059;6.462;4.883
29.45;35.85;0.779;0.45;0.203;0.152;1.825;1.022;0.438;0.327;0.501;0.271;0.111;0.081;33.631;18.059;7.139;5.279
29.45;35.95;0.93;0.523;0.212;0.155;2.24;1.193;0.459;0.335;0.589;0.308;0.116;0.084;47.614;23.972;7.826;5.531
29.45;36.05;1.083;0.581;0.214;0.155;2.585;1.323;0.464;0.332;0.662;0.335;0.119;0.085;60.352;29.518;8.274;5.694
29.45;36.15;0.854;0.486;0.203;0.149;2.072;1.127;0.44;0.32;0.531;0.289;0.113;0.082;44.759;23.812;8.22;5.726
29.45;36.25;0.694;0.405;0.179;0.136;1.648;0.923;0.4;0.298;0.448;0.249;0.106;0.078;34.246;19.061;7.749;5.594
29.45;36.35;0.656;0.371;0.165;0.125;1.545;0.846;0.364;0.279;0.422;0.232;0.1;0.075;32.28;17.638;7.431;5.459
29.45;36.45;0.671;0.367;0.157;0.118;1.591;0.836;0.345;0.261;0.427;0.229;0.096;0.073;34.958;18.171;7.249;5.371
29.45;36.55;0.735;0.378;0.152;0.114;1.739;0.858;0.334;0.25;0.474;0.235;0.094;0.071;41.855;19.325;7.2;5.335
29.45;36.65;0.76;0.39;0.151;0.112;1.816;0.889;0.331;0.245;0.474;0.239;0.093;0.069;42.852;20.736;7.314;5.348
29.45;36.75;0.722;0.377;0.149;0.11;1.731;0.866;0.328;0.242;0.461;0.233;0.092;0.068;41.725;20.474;7.397;5.376
29.45;36.85;0.687;0.362;0.147;0.109;1.642;0.835;0.324;0.24;0.432;0.224;0.09;0.067;38.523;19.665;7.412;5.4
29.45;36.95;0.771;0.397;0.152;0.112;1.834;0.911;0.337;0.247;0.479;0.237;0.09;0.067;44.581;21.636;7.653;5.536
29.45;37.05;0.767;0.409;0.159;0.115;1.84;0.949;0.356;0.259;0.468;0.237;0.091;0.067;43.57;22.149;7.979;5.722
29.45;37.15;0.828;0.435;0.165;0.119;1.988;1.014;0.373;0.27;0.503;0.246;0.092;0.068;47.962;23.694;8.253;5.902
29.45;37.25;0.846;0.44;0.166;0.12;2.039;1.029;0.379;0.275;0.524;0.248;0.092;0.067;50.184;24.083;8.354;5.998
29.45;37.35;0.756;0.408;0.162;0.118;1.826;0.954;0.37;0.271;0.458;0.229;0.089;0.066;43.38;22.006;8.219;5.971
29.45;37.45;0.728;0.391;0.157;0.115;1.756;0.912;0.358;0.264;0.437;0.218;0.087;0.065;41.57;20.873;8.032;5.905
29.45;37.55;0.678;0.365;0.152;0.112;1.639;0.861;0.347;0.258;0.4;0.206;0.085;0.064;37.542;19.348;7.872;5.848
29.45;37.65;0.649;0.356;0.151;0.112;1.597;0.852;0.348;0.259;0.389;0.205;0.085;0.064;36.483;19.265;7.957;5.908
29.45;37.75;0.728;0.396;0.158;0.115;1.805;0.948;0.368;0.269;0.441;0.224;0.088;0.065;42.715;22.002;8.36;6.091
29.45;37.85;0.72;0.39;0.156;0.113;1.788;0.938;0.363;0.264;0.432;0.22;0.087;0.064;41.986;21.667;8.291;6.049
29.45;37.95;0.641;0.346;0.144;0.107;1.587;0.836;0.333;0.245;0.376;0.196;0.082;0.061;36.36;18.788;7.759;5.769
29.45;38.05;0.559;0.303;0.127;0.095;1.376;0.731;0.3;0.222;0.324;0.176;0.077;0.058;30.689;16.416;7.117;5.42
29.45;38.15;0.509;0.28;0.118;0.088;1.253;0.671;0.279;0.208;0.296;0.164;0.074;0.056;27.631;15.25;6.686;5.169
29.45;38.25;0.477;0.264;0.112;0.084;1.173;0.634;0.264;0.199;0.277;0.157;0.071;0.054;25.633;14.459;6.429;4.968
29.45;38.35;0.47;0.259;0.11;0.082;1.147;0.617;0.255;0.192;0.262;0.151;0.069;0.054;24.56;13.904;6.292;4.875
29.45;38.45;0.461;0.253;0.108;0.081;1.123;0.604;0.251;0.189;0.258;0.149;0.068;0.053;24.194;13.697;6.231;4.833
29.45;38.55;0.458;0.254;0.109;0.082;1.12;0.607;0.254;0.192;0.261;0.151;0.069;0.053;24.514;13.922;6.319;4.904
29.45;38.65;0.477;0.269;0.115;0.086;1.17;0.643;0.272;0.204;0.281;0.159;0.072;0.055;26.448;14.936;6.657;5.162
29.45;38.75;0.554;0.311;0.13;0.096;1.365;0.75;0.306;0.224;0.335;0.181;0.077;0.057;31.999;17.48;7.429;5.529
29.45;38.85;0.757;0.413;0.158;0.112;1.87;0.987;0.367;0.26;0.459;0.23;0.085;0.062;45.021;23.47;8.525;6.104
29.45;38.95;0.953;0.506;0.176;0.121;2.369;1.209;0.411;0.286;0.605;0.285;0.092;0.065;59.234;29.804;9.395;6.537
29.45;39.05;0.852;0.448;0.166;0.117;2.152;1.092;0.391;0.276;0.515;0.251;0.09;0.065;50.477;25.749;9.003;6.404
29.45;39.15;0.785;0.411;0.156;0.112;1.971;0.996;0.366;0.262;0.466;0.229;0.087;0.064;45.814;23.094;8.54;6.205
29.45;39.25;0.697;0.365;0.145;0.105;1.742;0.884;0.335;0.242;0.412;0.206;0.083;0.061;40.483;20.352;8.003;5.925
29.45;39.35;0.623;0.325;0.129;0.094;1.554;0.79;0.304;0.22;0.373;0.191;0.08;0.059;36.145;18.371;7.579;5.637
29.45;39.45;0.637;0.326;0.119;0.085;1.592;0.79;0.281;0.201;0.395;0.2;0.079;0.058;38.929;19.514;7.371;5.407
29.45;39.55;0.646;0.322;0.113;0.08;1.603;0.773;0.263;0.187;0.391;0.198;0.079;0.058;38.856;19.388;7.199;5.308
29.45;39.65;0.535;0.28;0.11;0.08;1.316;0.669;0.256;0.185;0.334;0.179;0.077;0.057;31.883;16.612;7.034;5.313
29.45;39.75;0.525;0.275;0.111;0.081;1.278;0.653;0.256;0.187;0.328;0.177;0.078;0.058;31.242;16.326;7.08;5.372
29.45;39.85;0.524;0.281;0.113;0.082;1.293;0.67;0.262;0.191;0.335;0.184;0.08;0.059;31.585;16.938;7.33;5.455
29.45;39.95;0.644;0.325;0.118;0.085;1.6;0.783;0.275;0.197;0.4;0.207;0.083;0.06;39.417;19.87;7.65;5.582
29.45;40.05;0.672;0.334;0.12;0.086;1.662;0.8;0.282;0.203;0.42;0.214;0.085;0.061;41.375;20.625;7.824;5.68
29.45;40.15;0.584;0.308;0.123;0.089;1.453;0.74;0.288;0.208;0.377;0.207;0.086;0.062;35.704;19.202;7.947;5.789
29.45;40.25;0.596;0.322;0.132;0.095;1.471;0.776;0.306;0.219;0.391;0.215;0.09;0.064;36.65;19.961;8.337;6.009
29.45;40.35;0.707;0.381;0.147;0.103;1.739;0.906;0.337;0.234;0.463;0.248;0.098;0.067;44.115;23.627;9.134;6.359
29.45;40.45;0.753;0.414;0.16;0.11;1.854;0.991;0.374;0.254;0.505;0.275;0.106;0.072;47.496;26.212;10.171;6.837
29.45;40.55;0.756;0.436;0.179;0.121;1.886;1.066;0.419;0.285;0.552;0.303;0.115;0.076;50.45;28.641;11.188;7.451
29.45;40.65;0.982;0.579;0.221;0.143;2.491;1.41;0.517;0.326;0.717;0.388;0.133;0.081;65.312;37.407;13.515;8.216
29.45;40.75;1.02;0.589;0.24;0.148;2.565;1.429;0.564;0.339;0.742;0.392;0.142;0.082;84.47;46.426;14.635;8.38
29.45;40.85;0.818;0.478;0.197;0.129;2.047;1.165;0.453;0.3;0.592;0.32;0.118;0.076;53.907;30.404;11.707;7.601
29.45;40.95;0.619;0.356;0.148;0.098;1.53;0.859;0.342;0.226;0.434;0.243;0.098;0.064;39.189;22.254;9.162;6.07
29.45;41.05;0.52;0.291;0.115;0.076;1.265;0.693;0.27;0.173;0.352;0.203;0.083;0.055;31.322;18.01;7.643;5.116
29.45;41.15;0.465;0.251;0.097;0.062;1.128;0.598;0.223;0.144;0.309;0.178;0.075;0.05;27.339;15.672;6.582;4.41
29.45;41.25;0.428;0.225;0.083;0.054;1.036;0.533;0.193;0.122;0.285;0.163;0.068;0.045;24.974;14.223;5.893;3.994
29.45;41.35;0.428;0.211;0.074;0.048;1.04;0.496;0.168;0.109;0.28;0.155;0.062;0.042;24.95;13.406;5.433;3.692
29.45;41.45;0.512;0.206;0.065;0.043;1.231;0.482;0.148;0.096;0.311;0.152;0.058;0.039;29.574;13.273;4.945;3.341
29.45;41.55;0.532;0.184;0.057;0.039;1.258;0.428;0.127;0.085;0.325;0.144;0.054;0.036;32.018;12.482;4.467;3.052
29.45;41.65;0.337;0.141;0.049;0.034;0.81;0.326;0.11;0.076;0.246;0.126;0.05;0.033;21.84;10.56;4.071;2.827
29.45;41.75;0.239;0.113;0.043;0.031;0.568;0.259;0.096;0.067;0.205;0.113;0.045;0.031;16.916;9.112;3.76;2.63
29.45;41.85;0.198;0.097;0.039;0.028;0.461;0.219;0.085;0.06;0.182;0.103;0.042;0.029;14.646;8.126;3.387;2.392
29.45;41.95;0.175;0.086;0.035;0.025;0.406;0.193;0.077;0.055;0.168;0.095;0.039;0.027;13.326;7.526;3.141;2.22
29.45;42.05;0.16;0.077;0.031;0.023;0.368;0.172;0.069;0.05;0.158;0.089;0.037;0.025;12.395;6.995;2.935;2.075
29.55;35.25;0.88;0.479;0.191;0.139;2.002;1.06;0.404;0.292;0.585;0.294;0.106;0.075;27.141;13.815;5.334;3.92
29.55;35.35;0.877;0.492;0.204;0.149;2.017;1.099;0.426;0.309;0.577;0.3;0.111;0.078;26.248;14.029;5.615;4.134
29.55;35.45;0.796;0.456;0.201;0.149;1.823;1.022;0.423;0.311;0.519;0.279;0.109;0.079;24.427;13.517;5.736;4.269
29.55;35.55;0.729;0.426;0.193;0.147;1.674;0.951;0.415;0.309;0.475;0.26;0.107;0.078;24.048;13.414;5.846;4.392
29.55;35.65;0.7;0.413;0.189;0.146;1.615;0.919;0.412;0.31;0.453;0.249;0.105;0.078;24.871;13.831;6.05;4.574
29.55;35.75;0.695;0.41;0.189;0.146;1.61;0.914;0.413;0.312;0.447;0.246;0.105;0.078;26.28;14.622;6.339;4.799
29.55;35.85;0.722;0.421;0.193;0.148;1.68;0.947;0.421;0.317;0.464;0.254;0.107;0.079;29.045;16.07;6.8;5.101
29.55;35.95;0.795;0.453;0.201;0.15;1.864;1.033;0.435;0.323;0.512;0.274;0.111;0.081;34.911;19.032;7.43;5.38
29.55;36.05;0.919;0.517;0.208;0.152;2.224;1.186;0.45;0.327;0.576;0.303;0.115;0.082;47.819;24.486;7.966;5.585
29.55;36.15;0.94;0.516;0.203;0.148;2.266;1.183;0.439;0.317;0.578;0.301;0.113;0.081;50.933;25.488;8.07;5.63
29.55;36.25;0.706;0.407;0.178;0.134;1.671;0.926;0.397;0.295;0.45;0.248;0.104;0.077;34.345;18.832;7.585;5.49
29.55;36.35;0.648;0.364;0.162;0.123;1.517;0.827;0.356;0.272;0.415;0.227;0.097;0.074;30.986;16.8;7.148;5.336
29.55;36.45;0.63;0.346;0.153;0.115;1.471;0.787;0.333;0.252;0.401;0.217;0.093;0.07;30.786;16.432;6.884;5.197
29.55;36.55;0.633;0.342;0.147;0.111;1.491;0.78;0.321;0.241;0.401;0.215;0.09;0.068;32.237;16.882;6.811;5.108
29.55;36.65;0.646;0.345;0.144;0.108;1.537;0.789;0.314;0.234;0.408;0.216;0.089;0.066;34.259;17.711;6.851;5.087
29.55;36.75;0.618;0.331;0.139;0.105;1.463;0.758;0.306;0.228;0.391;0.209;0.086;0.065;32.584;17.174;6.825;5.07
29.55;36.85;0.601;0.32;0.134;0.103;1.412;0.731;0.299;0.224;0.381;0.203;0.085;0.063;31.764;16.7;6.779;5.061
29.55;36.95;0.613;0.327;0.136;0.103;1.452;0.751;0.303;0.225;0.389;0.205;0.084;0.063;33.224;17.345;6.911;5.15
29.55;37.05;0.641;0.342;0.142;0.106;1.536;0.794;0.315;0.233;0.406;0.209;0.085;0.063;35.771;18.318;7.22;5.332
29.55;37.15;0.712;0.379;0.151;0.111;1.703;0.878;0.338;0.248;0.434;0.219;0.086;0.064;40.164;20.165;7.625;5.55
29.55;37.25;0.757;0.404;0.158;0.115;1.814;0.937;0.357;0.26;0.458;0.227;0.088;0.065;43.244;21.591;7.94;5.759
29.55;37.35;0.739;0.397;0.158;0.116;1.776;0.923;0.36;0.265;0.448;0.222;0.087;0.064;42.361;21.18;8.003;5.848
29.55;37.45;0.722;0.386;0.156;0.115;1.736;0.9;0.355;0.262;0.436;0.216;0.086;0.064;41.424;20.548;7.939;5.851
29.55;37.55;0.699;0.375;0.154;0.113;1.687;0.881;0.351;0.26;0.416;0.209;0.085;0.063;39.557;19.886;7.907;5.851
29.55;37.65;0.653;0.357;0.149;0.11;1.609;0.853;0.341;0.251;0.39;0.206;0.084;0.063;36.683;19.533;7.827;5.772
29.55;37.75;0.734;0.386;0.149;0.109;1.808;0.92;0.343;0.249;0.44;0.219;0.085;0.062;42.938;21.405;7.924;5.767
29.55;37.85;0.705;0.37;0.145;0.106;1.743;0.888;0.334;0.242;0.426;0.211;0.083;0.061;41.749;20.556;7.766;5.689
29.55;37.95;0.575;0.315;0.133;0.1;1.422;0.764;0.311;0.228;0.332;0.181;0.078;0.059;31.29;16.99;7.341;5.489
29.55;38.05;0.539;0.295;0.123;0.092;1.326;0.709;0.291;0.215;0.307;0.17;0.075;0.057;28.905;15.872;6.883;5.285
29.55;38.15;0.554;0.296;0.118;0.087;1.367;0.71;0.278;0.206;0.315;0.17;0.073;0.055;30.521;16.108;6.662;5.068
29.55;38.25;0.52;0.282;0.114;0.084;1.289;0.675;0.266;0.197;0.297;0.163;0.071;0.054;28.639;15.43;6.477;4.925
29.55;38.35;0.488;0.267;0.11;0.082;1.205;0.64;0.257;0.191;0.276;0.156;0.069;0.053;26.074;14.584;6.34;4.847
29.55;38.45;0.469;0.257;0.109;0.081;1.158;0.618;0.253;0.189;0.269;0.153;0.068;0.053;25.371;14.185;6.276;4.825
